gene_symbol	ensembl_gene_id	total_nominations	first_nomination_year	nominating_teams	input_data	validation_details	pharos_class	in_snapshot	our_rank	overall_score	genetic_score	mutation_freq	expr_log2fc	prot_log2fc	chronos	frac_dependent	loeuf	druggability_score	tractability_modalities	max_disease_phase	n_disease_trials	n_publications	velocity	tissue_tau	target_class	is_common_essential	surface_or_secreted	winner_snapshot	rwr_snapshot	winner_global	winner_global_rank	string_degree	axes_with_data
GMPR	ENSG00000137198	2	2018	Emory; MSSM - Zhang Lab	Protein	not prioritized for experimental validation | Not prioritized for experimental validation	Tbio	yes	585	0.3155790223376762	0.4838947994683025		0.358	0.210090893828255			1.0906789306393665	0.3	2			27	0.37037037037037035	0.4656		false	false	0.0251	0.0012	0.046614	5079	87	7
GPC5	ENSG00000179399	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	5680	0.021866119076965458			0.301				1.1116035369715538	0.3	2			127	0.4566929133858268	0.7721		false	true			0.032480	7097	88	6
GPNMB	ENSG00000136235	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	1925	0.10196526498876338			0.635				1.5093187486332549	1	3			378	0.5158730158730159	0.4301	Unclassified protein	false	true	0.0426	0.0076	0.026001	8353	74	6
GRIA2	ENSG00000120251	2	2018	Emory; MSSM - Zhang Lab	Protein; Genetics; RNA	not prioritized for experimental validation	Tclin	yes	1548	0.1329547524423481			0.965	-0.166555333842631			0.22500994532146604	1	3	2	2	304	0.3717105263157895	0.7084	Ion channel	false	true	0.2022	0.0957	0.116901	1432	286	8
HLA-DRA	ENSG00000204287	2	2019	Chang Lab; IUSM-Purdue	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	4795	0.030925546064832728			-0.614				0.6542775009457067	0.3	3			357	0.36694677871148457	0.4019		false	true			0.113231	1497	286	6
HNRNPM	ENSG00000099783	2	2018	Emory; MSSM - Zhang Lab	Protein	not prioritized for experimental validation | Not prioritized for experimental validation	Tbio	yes	5807	0.020883930977525042			0.561	0.0920663048265986			0.24905929248378658	0.3	1			52	0.3076923076923077	0.1355	Unclassified protein	true	false			0.149683	876	345	7
HOMER1	ENSG00000152413	2	2018	Chang Lab; Emory	Genetics; RNA; Protein	not prioritized for experimental validation	Tbio	yes	2330	0.08617162579560018			0.181	-0.163754785044919			0.15863523109732275	0.3	2			295	0.423728813559322	0.5184		false	true			0.053442	4330	129	7
HSPB1	ENSG00000106211	2	2018	Columbia-Rush; Emory	Protein; Clinical	not prioritized for experimental validation	Tchem	yes	2076	0.0955038998733089			-0.402	0.487325478386225			1.6433021942671502	0.85	3			591	0.27580372250423013	0.2721	Other cytosolic protein	false	true			0.102126	1767	257	7
IGF1	ENSG00000017427	2	2018	Mayo-UFL-ISB; MSSM - Roussos Lab	RNA	not prioritized for experimental validation | Not prioritized for experimental validation 	Tbio	yes	1653	0.11719880381268863			-1.041				0.6644366906578106	0.85	3			1493	0.2652377762893503	0.6065	Secreted protein	false	true	0.4329	0.0525	0.255579	242	632	6
IL10RA	ENSG00000110324	2	2018	Mayo-UFL-ISB; IUSM-Purdue	RNA	validation studies ongoing | not prioritized for experimental validation	Tbio	yes	6010	0.013352986529016413			0.721				0.9026934279413517	0.85	3			85	0.3411764705882353	0.5906		false	true			0.114469	1476	283	6
ITGAM	ENSG00000169896	2	2022	IUSM-Purdue; MSSM - Roussos Lab	RNA	not prioritized for experimental validation | Not prioritized for experimental validation 	Tbio	yes	1878	0.10443796000680933			0.426				0.6929490630035733	0.5	3			371	0.42048517520215634	0.6922	Membrane receptor	false	true	0.3763	0.0348	0.265902	222	649	6
ITGB2	ENSG00000160255	2	2020	MSSM - Zhang Lab; IUSM-Purdue	Genetics; Protein; RNA	not prioritized for experimental validation	Tclin	yes	3150	0.06487019319021567			0.578				0.8062943419486726	1	3			244	0.48360655737704916	0.6309	Membrane receptor	false	true			0.192032	499	449	6
KALRN	ENSG00000160145	2	2018	Columbia-Rush; MSSM - Zhang Lab	Protein; Clinical; Genetics; RNA	not prioritized for experimental validation	Tbio	yes	758	0.28592283973661975	0.4427958439916932		-0.997	-0.109981770420578			0.24143575609991857	0.3	2			94	0.2978723404255319	0.561		false	false	0.0951	0.0336	0.088894	2221	248	7
LACTB	ENSG00000103642	2	2020	Emory	Genetics; Protein	validation studies planned | Not prioritized for experimental validation	Tbio	yes	3691	0.05079437563717778			-0.627	-0.149726202799453			0.9246738883522436	0.3	2			32	0.5	0.3315		false	false			0.009777	13470	25	7
LAG3	ENSG00000089692	2	2018	JAX-VUMC-UW Resilience; Mayo-UFL-ISB	RNA; Behavior	validation studies ongoing  | validation studies completed	Tclin	yes	5079	0.027536893079444225			0.276				0.8073822162536182	1	2			251	0.46613545816733065	0.6886	Unclassified protein	false	true			0.103002	1739	255	6
LAIR1	ENSG00000167613	2	2022	IUSM-Purdue; Duke	RNA; Metabolomics; Genetics; Protein; Phenomics	not prioritized for experimental validation | Not prioritized for experimental validation 	Tbio	yes	6011	0.004506821005738447			-0.481				1.0281417540158624	0.3	3			34	0.5	0.6277		false	true			0.039415	5971	116	6
LAPTM5	ENSG00000162511	2	2019	Chang Lab; JAX-VUMC-UW Resilience	Genetics; RNA; Behavior	validation studies planned	Tbio	yes	3181	0.0637911064470729			0.242				0.6045062132926882	0.3	2			57	0.40350877192982454	0.5317		false	false			0.038904	6055	100	6
LCP1	ENSG00000136167	2	2022	IUSM-Purdue; MSSM - Zhang Lab	RNA; Protein	not prioritized for experimental validation | Not prioritized for experimental validation	Tbio	yes	6012	0.009437716038612553			0.665	0.204899757566771			0.4524789513820426	0.3	3			79	0.4810126582278481	0.6483	Unclassified protein	false	false			0.038836	6063	110	7
LMNA	ENSG00000160789	2	2018	Emory; MSSM - Zhang Lab	Protein	not prioritized for experimental validation | Not prioritized for experimental validation	Tbio	yes	252	0.3944269204772499			1.2	0.236227117400961			0.4129139916756422	0.3	2			687	0.2940320232896652	0.2944	Structural protein	false	false	0.1613	0.022	0.130048	1167	346	7
LRP1	ENSG00000123384	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	150	0.46248318324615795			0.218	0.111000471234046			0.11893035444312167	0.85	3			2384	0.35318791946308725	0.3167	Unclassified protein	false	true	0.1478	0.0287	0.075044	2827	187	7
LYVE1	ENSG00000133800	2	2018	Mayo-UFL-ISB; MSSM - Roussos Lab	RNA	not prioritized for experimental validation | Not prioritized for experimental validation 	Tbio	yes	4764	0.03125924663201045			0.08				1.2562664134535613	0.3	2			147	0.5918367346938775	0.4951		false	true			0.049248	4788	134	6
MEF2C	ENSG00000081189	2	2018	Duke; MSSM - Zhang Lab	Genetics; Metabolomics; RNA	not prioritized for experimental validation | validation studies ongoing	Tbio	yes	1269	0.2148796025464609	0.309023403438177		-1.515				0.23441773801759802	0.3	1			604	0.2947019867549669	0.4765		false	false	0.1406	0.0299	0.099968	1831	271	6
MOBP	ENSG00000168314	2	2018	Mayo-UFL-ISB; ASU	RNA	not prioritized for experimental validation | Validation studies ongoing 	Tbio	yes	5528	0.023211910469088947			1.96	0.204325158776356			0.6990355260408281	0	0			240	0.44583333333333336	0.8536		false	false			0.016515	10817	46	7
MRC1	ENSG00000260314	2	2023	MSSM - Roussos Lab; ASU	RNA	Not prioritized for experimental validation  | Validation studies ongoing 	Tbio	yes	867	0.27132224550743156	0.4258159615189867		0.345				0.7440908838850829	0.3	3			316	0.4873417721518987	0.6193	Unclassified protein	false	true	0.1725	0.0163	0.097670	1921	256	6
MRPL37	ENSG00000116221	2	2018	Columbia-Rush; Duke	Protein; Clinical; Metabolomics; Genetics; RNA; Phenomics	not prioritized for experimental validation | Not prioritized for experimental validation 	Tdark	yes	6013	0.002751316695986113			-1.717				1.0253490271540096	0.3	2			10	0.2	0.2368	Other cytosolic protein	false	false			0.078583	2679	117	6
MS4A4A	ENSG00000110079	2	2018	Mayo-UFL-ISB; IUSM-Purdue	RNA; Genetics	not prioritized for experimental validation	Tbio	yes	1003	0.25364304058321396	0.38011135676821495		-0.473				1.2877314935506181	0.3	1			282	0.3546099290780142	0.555		false	false	0.0674	0.0355	0.029098	7724	80	6
MS4A6A	ENSG00000110077	2	2018	Mayo-UFL-ISB; IUSM-Purdue	RNA	not prioritized for experimental validation	Tbio	yes	47	0.5313004143809933	0.8428677609462104		1.216				1.3564542810878937	0.3	1			564	0.25	0.5612		false	false	0.0792	0.0449	0.035864	6568	95	6
NDUFS1	ENSG00000023228	2	2018	Emory; MSSM - Zhang Lab	Protein	not prioritized for experimental validation | Not prioritized for experimental validation	Tclin	yes	50	0.5272829017873657			1.216	-0.150458492187695			0.8947016471014153	1	3	0.5	1	113	0.3893805309734513	0.2805	Oxidoreductase	false	false	0.175	0.0079	0.157025	806	320	8
NDUFS2	ENSG00000158864	2	2018	Emory; Emory-Sage-SGC	Protein; RNA	not prioritized for experimental validation	Tclin	yes	64	0.5149296150177934			-0.329	-0.143809774241905			0.7153279004815852	1	3	0.5	1	113	0.415929203539823	0.1605	Oxidoreductase	true	false	0.1801	0.0075	0.172428	655	351	8
NDUFS3	ENSG00000213619	2	2023	Mayo; MSSM - Zhang Lab	Genetics; RNA; Protein	 Validation studies ongoing  | Not prioritized for experimental validation	Tclin	yes	4979	0.028512738664956908			-0.773	-0.167587572020896			0.9055972730693206	1	3	0.5	1	155	0.33548387096774196	0.1306	Oxidoreductase	false	false			0.195509	474	419	8
NDUFV1	ENSG00000167792	2	2018	Emory; Mayo	Protein; Genetics; RNA	not prioritized for experimental validation |  Validation studies ongoing 	Tclin	yes	179	0.44955570024279684			-1.241	-0.169417378372344			1.092364437376555	1	3	0.5	1	165	0.34545454545454546	0.0982	Oxidoreductase	false	false	0.1734	0.0081	0.165184	723	335	8
NLRC5	ENSG00000140853	2	2018	Duke; MSSM - Zhang Lab	Genetics; Metabolomics; RNA	not prioritized for experimental validation	Tbio	yes	4257	0.03917783563335926			1.729				0.6437929891523464	0.3	1			50	0.4	0.5417		false	false			0.041630	5657	110	6
NNT	ENSG00000112992	2	2018	Columbia-Rush; Emory	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6014	0.019452377900426907			-1.188	-0.135423640214299			0.6038216325751277	0.3	3			285	0.3087719298245614	0.3287	Unclassified protein	false	false			0.025616	8447	60	7
NONO	ENSG00000147140	2	2018	Emory; MSSM - Zhang Lab	Protein	not prioritized for experimental validation | Not prioritized for experimental validation	Tbio	yes	5183	0.026609749537298527			-0.779	0.0651498031495912				0.3	2			140	0.32142857142857145	0.1858	Unclassified protein	false	false			0.087535	2273	220	6
NRXN3	ENSG00000021645	2	2018	Duke; ASU	Genetics; Metabolomics; RNA	not prioritized for experimental validation | Validation studies ongoing 	Tbio; Tbio	yes	822	0.2772087469811687	0.4176825255066216		-2.398	-0.0437673028355725			0.31236819282507605	0.3	2			169	0.3905325443786982	0.7475		false	true	0.0601	0.0157	0.048398	4873	130	7
NTN1	ENSG00000065320	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	1799	0.10923149161800419			0.26				0.33597306464447335	0.3	2			183	0.3825136612021858	0.5631	Unclassified protein	false	true	0.0652	0.0097	0.048399	4872	124	6
NTN3	ENSG00000162068	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	6015	0.006219605739317192			0.448				1.5203953090698499	0.3	1			13	0.6923076923076923	0.8033		false	true			0.007438	14809	20	6
NXPH1	ENSG00000122584	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	6016	0.006004412821898402			-0.51				0.4444275051830294	0.3	2			45	0.5333333333333333	0.8297		false	true			0.012338	12282	38	6
OLFM1	ENSG00000130558	2	2018	Emory; MSSM - Zhang Lab	Protein	not prioritized for experimental validation | Not prioritized for experimental validation	Tbio	yes	3448	0.056612024247717774			-1.26	-0.287912824284835			0.3159802121534611	0.3	2			55	0.43636363636363634	0.5168		false	true			0.010114	13296	29	7
OLFM3	ENSG00000118733	2	2018	MSSM - Zhang Lab	Genetics; RNA; Protein	not prioritized for experimental validation	Tbio	yes	5853	0.02057207428151809			-1.156	-0.27168978209702			0.5985795980191432	0.3	1			33	0.42424242424242425	0.8583		false	true			0.016182	10946	48	7
OLFML3	ENSG00000116774	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	5569	0.022842011317532464			-0.058				1.0014581110586518	0.3	1			104	0.46153846153846156	0.4869		true	true			0.005558	16125	16	6
PADI2	ENSG00000117115	2	2018	Emory; MSSM - Roussos Lab	Protein; RNA	not prioritized for experimental validation | Not prioritized for experimental validation 	Tchem	yes	4096	0.0421490144725395			0.534	0.485000610812591			1.052603095513624	0.3	3			69	0.30434782608695654	0.6596	Hydrolase	false	false			0.008924	13941	23	7
PAFAH1B3	ENSG00000079462	2	2018	Columbia-Rush; Emory	Protein; Clinical	not prioritized for experimental validation | validation studies ongoing	Tbio	yes	6017	0.01915049877920773			-1.166	0.284777138846771			0.9472677483873051	0.3	1			37	0.32432432432432434	0.3929	Hydrolase	false	false			0.025690	8426	57	7
PGLS	ENSG00000130313	2	2018	Columbia-Rush; Emory	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6018	0.009528755109756046			-0.282	0.123686266370715			1.305784622568591	0.3	1			36	0.2222222222222222	0.1469	Hydrolase	false	false			0.022141	9270	56	7
PICALM	ENSG00000073921	2	2018	Duke; MSSM - Roussos Lab	Genetics; Metabolomics; RNA	not prioritized for experimental validation | Validation studies ongoing 	Tbio	yes	127	0.4650001109809605	0.7179176090040623		-0.681	-0.00377605283793159			0.6466760168368388	0.3	2			1670	0.26047904191616766	0.2059	Unclassified protein	false	true	0.1603	0.0735	0.095059	2013	219	7
PLCB1	ENSG00000182621	2	2018	Emory; MSSM - Zhang Lab	Protein	not prioritized for experimental validation | Not prioritized for experimental validation	Tbio	yes	3643	0.05173764345164573	0.03578503763086272		-0.476	-0.128072211889133			0.3634632520905056	0.3	2			124	0.3225806451612903	0.5712	Enzyme	false	true			0.148738	884	335	7
PLCG2	ENSG00000197943	2	2018	Mayo-UFL-ISB; IUSM-Purdue	RNA	validation studies completed	Tchem	yes	39	0.5478063851344441	0.8537608054738913		-1.034				0.48023594357542465	0.3	3			467	0.47109207708779444	0.6713	Hydrolase	false	false	0.1998	0.018	0.157091	805	318	6
PLXNB1	ENSG00000164050	2	2018	Columbia-Rush; MSSM - Zhang Lab	Genetics; RNA; Protein; Clinical	validation studies completed | validation studies ongoing	Tbio	yes	4658	0.03279994815548415			1.55	0.19985183723011			0.5948707289929177	0.3	3			62	0.3709677419354839	0.2477		false	true			0.048024	4918	111	7
PREX1	ENSG00000124126	2	2018	Chang Lab; Columbia-Rush	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation	Tbio	yes	1926	0.10194191161250618	0.15834023586225335		0.931	0.0218649240963238			0.2682960960197542	0.3	2			23	0.43478260869565216	0.4158		false	true	0.0392	0.0032	0.033045	6991	66	7
PTPN6	ENSG00000111679	2	2022	IUSM-Purdue; MSSM - Zhang Lab	Genetics; RNA; Protein	validation studies ongoing | Not prioritized for experimental validation	Tchem	yes	2428	0.08332850221659543			0.057				0.32734042013764564	0.3	3			88	0.36363636363636365	0.6069	Protein Phosphatase	false	false			0.117964	1408	269	6
PTPRC	ENSG00000081237	2	2020	MSSM - Zhang Lab; IUSM-Purdue	Genetics; Protein; RNA	not prioritized for experimental validation	Tchem	yes	4003	0.04448750726829626			1.786				0.36282957059097454	0.5	3			294	0.37755102040816324	0.6912	Protein Phosphatase	false	true			0.319758	131	801	6
QPRT	ENSG00000103485	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	5540	0.023099938314766782			-0.038	0.288868266749205			1.288076305815037	0.3	2			58	0.39655172413793105	0.4574		false	false			0.039402	5974	95	7
RAB27B	ENSG00000041353	2	2018	Emory; MSSM - Zhang Lab	Genetics; Protein; RNA	validation studies planned | not prioritized for experimental validation	Tbio	yes	6019	0.011703586904238816			-1.198	0.225654170415542			0.9388950198506713	0.3	3			81	0.37037037037037035	0.6965		false	false			0.025033	8585	60	7
RAB3A	ENSG00000105649	2	2018	Columbia-Rush; Emory	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation | validation studies ongoing	Tbio	yes	4472	0.03541331751158258			-0.78	-0.12297660086405			0.5328451921876157	0.3	2			283	0.19081272084805653	0.574		false	false			0.073418	2932	169	7
RENBP	ENSG00000102032	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	6020	0.01153302061852244			-0.532	0.0543645997619322			0.6434787906506974	0.3	1			336	0.4107142857142857	0.478		false	false			0.013999	11683	32	7
RTF2	ENSG00000022277	2	2020	Emory	Genetics; Protein	validation studies planned | Not prioritized for experimental validation	Tbio	yes	6021	0.01074457494100636							0.7030146820032863	0.3	1			7	0.5714285714285714		Unclassified protein	true	false			0.009096	13834	27	4
SCARA3	ENSG00000168077	2	2018	Duke; ASU	Genetics; Metabolomics; RNA	not prioritized for experimental validation | Validation studies ongoing 	Tbio	yes	6022	0.019269754680376998			0.903				1.0849607358347633	0.3	2			53	0.2830188679245283	0.3932		false	false			0.009572	13585	29	6
SDC4	ENSG00000124145	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	4667	0.032592268423110526			1.409				1.245215596914152	1	3			114	0.4649122807017544	0.2398		false	true			0.083469	2443	196	6
SIPA1	ENSG00000213445	2	2018	MSSM - Zhang Lab; IUSM-Purdue	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	6023				0.31				0.7313049101930258	0.3	2			18	0.3333333333333333	0.4052		false	true			0.011901	12463	32	6
SLIT1	ENSG00000187122	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	6024	0.005261379875719712			-0.955				0.43523800903433996	0.3	3			74	0.35135135135135137	0.7641		false	true			0.026793	8206	72	6
SLIT3	ENSG00000184347	2	2018	Duke; Emory	Genetics; Metabolomics; Protein	not prioritized for experimental validation | Not prioritized for experimental validation	Tbio	yes	559	0.32068946777060325	0.040944941016528555		-2.085				0.4521808852803045	0.3	2			60	0.25	0.4572		false	true	0.0493	0.0058	0.033493	6921	89	6
SMOC1	ENSG00000198732	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	1775	0.11018262569463297			0.679				0.557923861980701	0.3	2			144	0.7708333333333334	0.5379		false	true	0.0065	0.0005	0.010109	13304	32	6
SNAP91	ENSG00000065609	2	2018	Chang Lab; MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	4310	0.038069451318897135			-1.264	-0.0129041495945614			0.3711433512488575	0.3	2			80	0.3875	0.7818		false	false			0.060193	3763	146	7
SPOCK1	ENSG00000152377	2	2020	Emory; Emory-Sage-SGC	Protein	validation studies ongoing	Tbio	yes	2567	0.0793307591938187			-1.365	0.242614665607658			0.5893696110847283	0.3	2			50	0.52	0.505		false	true			0.010503	13108	32	7
